total_env_steps,mean,std,ci95,num_seeds
4096,13.629614827480124,0.25710332145573894,0.2909397968299548,3
8192,13.463579716048514,0.12339823832305503,0.1396382519821492,3
12288,13.427608884457781,0.039856080051868824,0.04510140035170789,3
16384,13.345464839444967,0.07179462281292677,0.0812432638225254,3
20480,13.24056113464196,0.1541896993413227,0.17448207026512105,3
24576,13.043287798345816,0.26834406947538925,0.303659900664229,3
28672,12.84206712260715,0.352199225232527,0.3985509422928991,3
32768,12.564415515908527,0.35504727385242124,0.40177381270212686,3
36864,12.285439251605865,0.362972412384591,0.4107419511973569,3
40960,12.001381777146165,0.31625379545857824,0.3578748593228919,3
45056,11.721289521186394,0.29540045650911556,0.33427708484518137,3
49152,11.462701474229485,0.285787397082831,0.3233988840480789,3
53248,11.272872744784806,0.30199272880375394,0.34173694320558773,3
57344,11.095836889136544,0.2960888531142304,0.335056078937115,3
61440,10.892809211760415,0.33824634684379445,0.3827617740292376,3
65536,10.690093492575384,0.3599679740161825,0.40734210912785895,3
69632,10.537177324625029,0.3925400280323302,0.4442008580702514,3
73728,10.345944907606883,0.4181334283742647,0.4731625169609632,3
77824,10.163682289769103,0.41884821773417574,0.47397137726650584,3
81920,9.965853786649769,0.43245520992780295,0.4893691384539754,3
86016,9.78785450832248,0.4383054707032002,0.4959893317356454,3
90112,9.554561660277757,0.4539050392620857,0.5136419053448059,3
94208,9.328045841237401,0.4359557669727722,0.49333039165633963,3
98304,9.121923377078877,0.4376547902017375,0.49525301743280054,3
102400,9.008295217705394,0.44732234954167255,0.5061928906879443,3
106496,8.883716486069497,0.4271703011573058,0.48338870119144867,3
110592,8.774371196019823,0.402057550986511,0.4549709491718963,3
114688,8.62175240945171,0.3968999531777269,0.44913457782468064,3
118784,8.463001053331539,0.38023010480389957,0.43027086859056085,3
122880,8.287176774391861,0.3935989219059248,0.44539910928965915,3
126976,8.121166412610032,0.3819845443399036,0.432256203821803,3
131072,7.986418526316903,0.38840920938979867,0.4395263967299828,3
135168,7.836467723282442,0.38557193377409665,0.43631571712262096,3
139264,7.68254786670312,0.388765001339456,0.43992901322268674,3
143360,7.534894910773377,0.3962167967124462,0.44836151350918885,3
147456,7.37372371560743,0.38487717845336106,0.43552952746658363,3
151552,7.197410558741659,0.40124200641146185,0.4540480736072124,3
155648,7.105077138201767,0.4129350201803206,0.467279964315506,3
159744,6.986679076317048,0.37580822358475524,0.4252670389386537,3
163840,6.853966374819595,0.33952341123555124,0.38420690843113003,3
167936,6.7367158474970585,0.352387307595616,0.39876377752269926,3
172032,6.572472081112235,0.34474680907063715,0.3901177395176259,3
176128,6.3767991502459935,0.3640809910420224,0.4119964260424772,3
180224,6.171999883138999,0.4355916251203095,0.49291832635911625,3
184320,5.953992870936237,0.5643572648957901,0.6386303648611424,3
188416,5.670671045076254,0.6448107948146216,0.7296721044866927,3
192512,5.347952672468831,0.7129351651261091,0.8067620866206064,3
196608,5.029737770694107,0.7730477935641786,0.8747859293530206,3
200704,4.658994362103014,0.8630136661312562,0.9765918980122049,3
204800,4.299829692240744,0.8635957202926237,0.9772505543006319,3
208896,3.915525652511395,0.8521537225782858,0.9643027149981694,3
212992,3.661331419902336,0.892125904206578,1.009535496651624,3
217088,3.381867527605372,0.8679714380147854,0.9822021450380162,3
221184,3.1472144086393175,0.7788017347481936,0.8812971267563454,3
225280,2.9325346782416233,0.7287967765013316,0.8247111895912476,3
229376,2.7699723624410098,0.7202095612378355,0.8149938407450691,3
233472,2.5691134645952434,0.6589193768559415,0.7456374680199951,3
237568,2.3845431218327726,0.6260730254605344,0.708468322372726,3
241664,2.2387488176799657,0.5918328455973528,0.6697219113329521,3
245760,2.0855381882499007,0.5857937329993087,0.6628880120960235,3
249856,1.9802480756397287,0.5579975679498492,0.631433690283484,3
253952,1.861670874373482,0.544538593497661,0.616203426938429,3
258048,1.7614737105908054,0.5407618496784548,0.6119296389794981,3
262144,1.6797842154018798,0.5419037811268624,0.6132218560606014,3
266240,1.5955790157248277,0.5298901433564086,0.5996271451391937,3
270336,1.4870042210689312,0.5067277444533549,0.5734164233453528,3
274432,1.4055480676973655,0.46052511490512654,0.521133226155754,3
278528,1.3234449663724233,0.43393088507077227,0.4910390220783938,3
282624,1.2204727135808684,0.4070248733808626,0.46059200361809616,3
286720,1.1317149410509024,0.39869926579271325,0.4511706917250132,3
290816,1.0567125813501674,0.37466332540994696,0.42397146469059,3
294912,0.9734646826710437,0.3782139230464247,0.4279893441529507,3
299008,0.9055408443747762,0.3651802255393952,0.41324032697508023,3
303104,0.8582730567258144,0.3450680438192173,0.39048125085601487,3
307200,0.8246060843013269,0.3065567157445453,0.3469015806197216,3
311296,0.7884122296938796,0.2863493334388654,0.3240347748966698,3
315392,0.7520505892428693,0.2571816660830373,0.29102845212160894,3
319488,0.7029081790033985,0.23463847327491838,0.2655184279867332,3
323584,0.6627459088974494,0.22844426278033053,0.25850901895765693,3
327680,0.6084847574400314,0.2222347799013016,0.2514823275986549,3
331776,0.5565722638008425,0.21315393730297066,0.24120638683816953,3
335872,0.5080799294398178,0.2080086051865098,0.23538389542845242,3
339968,0.4658735686996069,0.1988323646796316,0.22500000177193452,3
344064,0.4211768108205011,0.18538495285215842,0.20978282276848348,3
348160,0.39677523109108215,0.1829178780201257,0.2069910647844488,3
352256,0.38482945170990784,0.18392506447225607,0.20813080354820157,3
356352,0.36212682147801006,0.1740136307612642,0.19691496046285284,3
360448,0.3483617313380658,0.17415651799419388,0.19707665258834847,3
364544,0.3337637726123826,0.1712750420149094,0.19381595556103393,3
368640,0.2956797008464223,0.15835195674411398,0.17919210791171963,3
372736,0.2504573648582607,0.12841595171340833,0.14531632920835746,3
376832,0.23092646481557297,0.12114739253316666,0.13709118019366426,3
380928,0.21048439607320504,0.1149505116774082,0.13007874936645622,3
385024,0.20423743743715592,0.1311362756910361,0.14839466557865957,3
389120,0.20619910293148566,0.1519547691295057,0.1719530086486724,3
393216,0.21028924055353485,0.17296329586999631,0.19572639464371583,3
397312,0.20986066613684476,0.1860979614583173,0.2105896679614562,3
401408,0.2003187133544707,0.18586584378206683,0.21032700208383712,3
405504,0.17058223793497873,0.15559260599795693,0.1760696085953982,3
409600,0.14902064658881284,0.13785035520048006,0.15599236177845008,3
413696,0.13086081443724407,0.12025489899527342,0.13608122868033304,3
417792,0.11818565387060453,0.10843409292980034,0.12270472737501213,3
421888,0.11532005121943602,0.1116767639868733,0.1263741551100933,3
425984,0.11714478837340912,0.12126598098131533,0.13722537565568865,3
430080,0.12006371841727181,0.12813506414166712,0.1449984749986501,3
434176,0.11903068070584188,0.13163113161471715,0.14895464777212433,3
438272,0.10891761052220167,0.12086301245571511,0.13676937384169738,3
442368,0.1006910308232915,0.10848119791775857,0.12275803168686873,3
446464,0.09233109999392895,0.09731914381016525,0.11012697839716151,3
450560,0.08128695302297087,0.08362503638782669,0.09463063704822783,3
454656,0.11908866567321251,0.13777199420861044,0.15590368796854032,3
458752,0.13829141715014834,0.16849934743842285,0.19067496145962542,3
462848,0.1417817897366784,0.1781262251775184,0.20156879914970538,3
466944,0.14253629272028098,0.18052382848993215,0.20428194270865616,3
471040,0.1462499592825925,0.18724809918078508,0.21189117131585314,3
475136,0.10039795697301175,0.12389393767485084,0.1401991886043742,3
479232,0.07158916250874084,0.08488713965495179,0.0960588413438266,3
483328,0.06000175483735925,0.06678007821312118,0.07556877242038557,3
487424,0.05470986060021488,0.05871508858771814,0.0664423775151591,3
491520,0.04654011280821591,0.04625600612611778,0.05234359847356011,3
495616,0.040713342504593825,0.03957184506799361,0.0447797581885791,3
499712,0.03839534476932109,0.03492740417143706,0.03952407855292913,3
503808,0.034941090400474044,0.032267391458423604,0.03651399080335308,3
507904,0.02826129420035707,0.02612250247878248,0.029560394322542195,3
512000,0.022800443075890107,0.0203685783103587,0.023049216174171314,3
516096,0.021540683898647658,0.01859283774094422,0.02103977655447703,3
520192,0.018829348258515913,0.01533036875500661,0.017347945353859417,3
524288,0.016307436049132422,0.0128868627817535,0.0145828580442681,3
528384,0.015800160823382644,0.012780557194430681,0.014462561947732006,3
532480,0.015101005961084225,0.012061878460564609,0.013649300401233471,3
536576,0.01321646298893126,0.01067603595372665,0.012081071974253921,3
540672,0.01246748238546314,0.010323238717886365,0.011681844319253702,3
544768,0.011786964112231547,0.008660717200377805,0.009800524117746161,3
548864,0.009956449028794712,0.0059280163342119475,0.0067081819795828225,3
552960,0.008765390256750567,0.005123291393686912,0.005797549983952782,3
557056,0.007378684836565133,0.0034227548760458054,0.0038732117601480943,3
561152,0.0061078463048598935,0.002679622780290106,0.0030322786297132067,3
565248,0.00548361083681862,0.001922640371208804,0.0021756723943096,3
569344,0.00710670040534704,0.0014243670483124642,0.0016118230495853465,3
573440,0.00646968900354732,0.0005738774236617838,0.0006494034386646404,3
